Fantasia,1941,1
Flame of new Orleans,1941,0
Here comes mr.Jordan,1941,2
Hold back the dawn,1941,0
I wanted wings,1941,1
Ice capades,1941,0
Invisible woman,1941,0
King of the zombies,1941,0
Ladies in retirement,1941,0
Lady Eve,1941,0
Las Vegas nights,1941,0
Little foxes,1941,0
Louisiana Purchase,1941,0
Lydia,1941,0
Meet John Doe,1941,0
Men in her life,1941,0
Mercy island,1941,0
Night train,1941,0
One foot in heaven,1941,0
Ridin' on the rainbow ,1941,0
Sea wolf,1941,0
Skylark,1941,0
So ends our night,1941,0
Son of Monte Cristo,1941,0
Sunny,1941,0
Suspicion,1941,1
Tall dark and handsome,1941,0
That Hamilton woman,1941,1
That uncertain feeling,1941,0
This woman of mine,1941,0
Tunes a million,1941,0
When ladies meet,1941,0
Yank in the R.A.F.,1941,0
You'll never get rich,1941,0
Abe Lincoln in Illinois,1940,0
Angels over Broadway,1940,0
Arise my love,1940,1
Arizona,1940,0
Behind the news,1940,0
Bitter sweet,1940,0
Blue bird,1940,0
Boys from Syracuse,1940,0
Captain caution,1940,0
Comrade X,1940,0
Dark Command,1940,0
Down Argentine's way,1940,0
Dr. Cyclope,1940,0
Dr. Ehrlich's magic bullet,1940,0
Edison the man,1940,0
Fight for life,1940,0
Foreign correspondent,1940,0
Grapes of wrath,1940,2
Great McGinty,1940,1
Hit parade of 1941,1940,0
House of the seven gables,1940,0
Howards of Virginia,1940,0
Invisible man returns,1940,0
Irene,1940,0
Kitty Foyle,1940,1
Lillian Russell,1940,0
Long voyage home,1940,0
Mark of Zorro,1940,0
Music in my heart,1940,0
My favorite wife,1940,0
My son My son,1940,0
North west mounted police,1940,1
One million BC,1940,0
Our town,1940,0
Primrose Path,1940,0
Rhythm on the river,1940,0
Second chorus,1940,0
Spring parade,1940,0
Strike up the band,1940,1
Swiss family Robinson,1940,0
They know what they wanted,1940,0
Thief of Badgered,1940,3
Tin pan alley,1940,1
Too many husbands,1940,0
Typhoon,1940,0
Westerner,1940,1
Women in water,1940,0
You'll find out,1940,0
Balalaika,1939,0
Beau Geste,1939,0
Captain fury,1939,0
Drums along the Mohawk,1939,0
Eternally yours,1939,0
First love,1939,0
Four feathers,1939,0
Great Victor Hubert,1939,0
Gunga Din,1939,0
Hunchback of Notre Dame,1939,0
Juarez,1939,0
Lady of trophies,1939,0
Man in the iron mask,1939,0
Man of conquest,1939,0
Mikado,1939,0
Nurse Edith Cavell,1939,0
Only angels have wings,1939,0
Rains come,1939,1
Second fiddle,1939,0
She married a cop,1939,0
Stagecoach,1939,2
Swanece river,1939,0
They shall have music,1939,0
Topper takes a trip,1939,0
Union pacific,1939,0
War down south,1939,0
When tomorrow comes,1939,1
Wuthering heights,1939,1
Young Mr. Lincoln,1939,0
Alexander's ragtime band,1938,1
Army girl,1938,0
Big broadcast of 1938,1938,1
Blockade,1938,0
Breaking the ice,1938,0
Buccaneer,1938,0
Carefree,1938,0
Cowboy and the lady,1938,1
Four daughters,1938,0
Girl's school,1938,0
Going places,1938,0
Goldwin follies,1938,0
Holiday,1938,0
If I were king,1938,0
Kentucky,1938,1
Lady objects,1938,0
Mad about music,1938,0
Merrily we live,1938,0
Pacific Liner,1938,0
Spawn of the north,1938,1
Storm over Bengal,1938,0
Suez,1938,0
Test pilot,1938,0
That certain age,1938,0
Then goes my heart,1938,0
Three comrades,1938,0
Tropic holiday ,1938,0
Under western stars,1938,0
White banners,1938,0
Young in the heart,1938,0
Ali Baba goes to town,1937,0
Artists & Models,1937,0
Awful truth,1937,1
Camille,1937,0
Conquest,1937,0
Damned in distress,1937,1
Dead end,1937,0
Every day's a holiday,1937,0
Girl said no,1937,0
Hitting a new high,1937,0
Hurricane,1937,1
In old Chicago,1937,2
Life of Emilie Zola,1937,3
Lost horizon,1937,2
Make a wish,1937,0
Manhattan merry-go-round,1937,0
Maytime,1937,0
Mr. Dodd takes the air,1937,0
Night must fall,1937,0
One hundred men and a girl,1937,1
Portia on trial,1937,0
Ready willing and able,1937,0
Something to sing about,1937,0
Souls at sea,1937,0
Stella Dallas,1937,0
Thin ice,1937,0
Topper,1937,0
Varsity show,1937,0
Vogues of 1938,1937,0
Waikiki Wedding,1937,1
Wee Willy Winhil,1937,0
Wells fargo,1937,0
Wings over Honolulu,1937,0
You're a sweetheart,1937,0
Anthony Adverse,1936,4
Banjo on my knee,1936,0
Born to dance,1936,0
Cain and Mabel,1936,0
Come and get it,1936,1
Dancing pirate,1936,0
Dodsworth,1936,1
General died at dawn,1936,0
General spanky,1936,0
Gold diggers of 1937,1936,0
Gorgeous Hussy,1936,0
Last of the mohicans,1936,0
Libeled lady,1936,0
Lloyd's of London,1936,0
Magnificent brute,1936,0
My man Godfrey,1936,0
One in a million,1936,0
Pennies from heaven,1936,0
Pigskin Parade,1936,0
Sing baby sing,1936,0
Swing time,1936,1
Texas rangers,1936,0
That girl from Paris,1936,0
Theodore goes wild,1936,0
These three,1936,0
Three smart girls,1936,0
Trail of the lonesome pine,1936,0
Valiant is the world for Carrie,1936,0
Winterset,1936,0
$1000 a minute,1935,0
All the king's horses,1935,0
Big broadcast of 1936,1935,0
Black fung,1935,0
Broadway hostess,1935,0
Broadway melody of 1936,1935,1
Crusades,1935,0
Dangerous,1935,1
Dark angel,1935,1
Escape me never,1935,0
Follies Bergere,1935,0
Gay deception,1935,0
Go into your dance,1935,0
Gold diggers of 1935,1935,1
Golden boy,1935,0
I dream too much,1935,0
King of Burlesque,1935,0
Love me forever,1935,0
Midsummer night's dream,1935,2
Miserables'Les,1935,0
Naughty Marietta,1935,1
Of mice and men,1935,0
Peter Ibbetson,1935,0
Private worlds,1935,0
Ruggles of Red Gap,1935,0
Scoundrel,1935,1
She,1935,0
Thanks a million,1935,0
Affairs of Cellini,1934,0
Cleopatra,1934,1
Eskimo,1934,1
Flirtation walk,1934,0
Gay divorcee,1934,1
Here comes the navy,1934,0
Hide-out,1934,0
House of Rothchild,1934,0
Imitation of life,1934,0
Lost patrol,1934,0
Manhattan Melodrama,1934,0
Melodrama,1934,1
Merry widow,1934,1
Of human bondage,1934,0
One night of love,1934,2
Operation 13,1934,0
Richest girl in the world,1934,0
She haves me not,1934,0
Viva Villa,1934,1
White parade,1934,0
Berkley square,1933,0
Cavalcade,1933,3
Farewell to arms,1933,2
Lady for a day,1933,0
Morning glory,1933,1
One way passage,1933,1
Prizefighter and the lady,1933,0
Private life of Henry 8th,1933,1
Rasputin and the empress,1933,0
Reunion in Vienna,1933,0
She done him wrong,1933,0
Sign of the cross,1933,0
Smiling through,1933,0
State fair,1933,0
When ladies meet,1933,0
Arrowsmith,1932,0
Bad girl,1932,2
Emma,1932,0
Five star final,1932,0
Guardsman,1932,0
Lady and gent,1932,0
Medium,1932,0
One hour with You,1932,0
Sins of Madelon Claudet,1932,1
Smiling lieutenant,1932,0
Star witness,1932,0
Trans Atlantic,1932,1
What price Hollywood,1932,0
Criminal Code,1931,0
Detective story,1931,0
Doorway to hell,1931,0
East Lynne,1931,0
Free soul,1931,1
Holiday,1931,0
Just imagine,1931,0
Laughter,1931,0
Min and Bill,1931,1
Public enemy,1931,0
Right to love,1931,0
Royal family of Broadway,1931,0
Skippy,1931,1
Smart money,1931,0
Svengali,1931,0
Tabu,1931,1
Trader horn,1931,0
Whoopee,1931,0
Big pond,1930,0
Bulldog Drummond,1930,0
Case of sergeant Grischa,1930,0
Condemned,1930,0
Devil's holiday,1930,0
Disraeli,1930,1
Green goddess,1930,0
Hallelujah,1930,0
Hell's angels,1930,0
King of Jazz,1930,1
Love parade,1930,0
Raffles,1930,0
Rogue song,1930,0
Romance,1930,0
Sally,1930,0
Sarah and Son,1930,0
Song of the flame,1930,0
Street of chance,1930,0
Their own desire,1930,0
Trespasser,1930,0
Vagabond Key,1930,0
With Byrd at the south Pole,1930,1
Alibi,1929,0
Awakening,1929,0
Barber,1929,0
Bridge of San Luis Rey,1929,1
Broadway melody,1929,1
Cop,1929,0
Coquette,1929,1
Divine lady,1929,1
Dynamite,1929,0
Four devils,1929,0
Hollywood revue of 1929,1929,0
In old Arizona,1929,1
Iron mask,1929,0
Last of Mrs. Cheney,1929,0
Leatherneck,1929,0
Letter,1929,0
Madame X,1929,0
Our dancing daughters,1929,0
Patriot,1929,1
Sal of Singapore,1929,0
Skyscraper,1929,0
Thunderbolt,1929,0
Valiant,1929,0
Weary river,1929,0
White shadows in south seas,1929,1
Woman of affairs,1929,0
Wonder of women,1929,0
Chang,1928,0
Circus,1928,1
Devil dancer,1928,0
Dove,1928,1
Drag,1928,0
Drums of love,1928,0
Fair co-ed,1928,1
Glorious Betsy,1928,0
Last command,1928,1
Laugh clown laugh,1928,1
Magic flame,1928,0
Noose,1928,0
Oh king I,1928,0
Patent leather kid,1928,0
Private life of Helen of Troy,1928,0
Racket,1928,0
Sadie Thompson,1928,0
Seventh heaven,1928,3
Ship comes in,1928,0
Sorrell and son,1928,0
Speedy,1928,0
Street angel,1928,1
Sunrise,1928,3
Telling the world,1928,1
Tempest,1928,1
Two Arabian knights,1928,1
Underworld,1928,1
Way of all flesh,1928,1
Wings,1928,2
